"wage","female","age","educ","exper"
3.811111212,0,30,8,15
14.88333321,0,37,13,17
8.662500381,1,30,12,11
8.25,0,27,13,7
1.924999952,1,22,8,7
1.711111069,0,42,6,29
6.055555344,0,28,5,16
2.566666603,1,29,8,14
7.412499905,0,37,6,24
3.039999962,0,27,6,14
6.300000191,0,23,7,9
8.662500381,1,37,8,22
0.893750012,0,40,12,21
8.662500381,1,38,8,23
6.428571224,0,44,8,29
8.662500381,1,39,8,24
0.893750012,0,45,8,30
8.662500381,0,37,8,22
8.662500381,0,38,10,21
9.899999619,1,34,11,16
2.200000048,0,36,8,21
9.899999619,0,40,12,21
9.899999619,1,39,8,24
13.85999966,0,20,10,3
4.474999905,0,22,8,7
4.912499905,0,35,8,20
1.266666651,0,31,6,18
2.700000048,0,25,7,11
3.25555563,0,43,3,33
4.108333111,0,37,0,30
7.162499905,0,40,8,25
9.744318008,0,38,6,25
2.924999952,0,36,1,28
10.16250038,0,35,4,24
10.6875,1,32,4,21
6.630000114,0,46,1,38
10,0,34,7,20
6.444444656,1,21,8,6
11.99444485,0,45,4,34
3.809523821,1,27,9,11
17.20121956,0,45,0,38
11.46875,0,37,6,24
8.822114944,0,24,4,13
2.25555563,0,31,10,14
3.912499905,1,28,10,11
7.216666698,0,30,7,16
4.039999962,0,33,4,22
3.393749952,0,27,6,14
2.839999914,0,24,1,16
6.037499905,1,39,6,26
11.66250038,1,34,8,19
5.3125,1,39,5,27
11.16250038,0,41,6,28
2.566666603,1,32,9,16
3.693181753,1,34,7,20
0.715909064,1,30,10,13
7.699999809,0,41,8,26
7.699999809,1,36,8,21
2.727272749,1,26,8,11
2.193181753,0,49,0,42
2.761363745,0,25,10,8
2.761363745,0,23,10,6
4.09375,0,46,7,32
6.8125,0,25,5,13
1.697916627,1,30,8,15
1.056818128,0,37,5,25
6.738636494,0,56,3,46
6.130681992,0,56,7,42
1.585227251,0,25,9,9
13.90625,1,29,6,16
3.522727251,0,33,10,16
19.32777786,0,40,10,23
7.661110878,1,32,10,15
3.888888836,0,40,9,24
6.888888836,1,39,8,24
5.602272511,0,43,0,36
4.125,1,37,0,30
2.159090996,0,45,6,32
3.488372087,1,42,8,27
3.645833254,0,42,10,25
22.32500076,0,28,12,9
6.929999828,1,25,12,6
16.74374962,0,26,12,7
33.89731979,0,31,13,11
14.88333321,0,35,10,18
31.20624924,0,35,13,15
2.566666603,1,34,7,20
1.604166627,0,27,6,14
8.662500381,0,31,8,16
4.220930099,0,40,3,30
1.75,1,53,6,40
3.78125,0,52,5,40
1.604166627,1,56,5,44
3.78125,0,26,8,11
8.662500381,0,28,9,12
8.662500381,0,26,9,10
4.537499905,1,50,6,37
4.537499905,1,56,5,44
4.905405521,0,19,6,6
4.033333302,0,31,8,16
3.78125,0,48,6,35
14.4375,0,29,10,12
7.412499905,0,41,8,26
31.52777863,0,48,6,35
11.83333302,0,23,3,13
3.287499905,0,34,0,27
14.69999981,0,47,5,35
6.083333492,0,55,4,44
6.083333492,0,30,3,20
2.333333254,0,26,5,14
2.588888884,0,37,0,30
3.287499905,0,31,3,21
3.287499905,0,53,1,45
8.662500381,0,37,8,22
4.300000191,0,44,8,29
8.662500381,1,41,8,26
8.662500381,0,38,10,21
11.55000019,1,34,11,16
7.699999809,0,38,9,22
10.30555534,0,38,6,25
8.662500381,0,39,9,23
8.25,1,32,8,17
3.630000114,0,38,7,24
4.550000191,0,34,8,19
8.662500381,0,47,5,35
4.033333302,1,40,7,26
3.875,0,47,3,37
8.662500381,1,36,10,19
4.699999809,1,38,4,27
4.537499905,0,44,8,29
4.537499905,1,38,7,24
0.777777791,0,34,0,27
0.566666663,0,48,0,41
1.388888836,0,53,5,41
0.888888896,0,27,1,19
0.888888896,0,21,2,12
1.055555582,0,42,0,35
1.888888836,0,50,3,40
0.692307711,0,39,0,32
0.915000021,0,42,0,35
1.055555582,0,43,0,36
1.055555582,0,46,1,38
1.111111164,0,36,0,29
3.011111021,0,54,7,40
0.833333313,0,20,6,7
2.164999962,0,25,5,13
2.405555487,0,21,5,9
1.309999943,0,34,6,21
0.699999988,0,51,0,44
0.699999988,0,39,0,32
3.516666651,0,54,0,47
5.866666794,0,48,0,41
1.055555582,0,49,1,41
1.711111069,0,29,0,22
2.5,0,22,5,10
1.21875,0,22,6,9
1.333333373,0,41,2,32
0.699999988,0,38,0,31
7.8125,0,28,3,18
5.125,0,29,10,12
3.875,0,22,4,11
4.125,0,25,7,11
2.875,1,29,1,21
3.837500095,0,28,7,14
3.970000029,1,26,1,18
3.372222185,0,29,6,16
2.25,1,20,4,9
1.683035731,0,34,0,27
1.620535731,0,34,0,27
0.758333325,0,30,0,23
1.258928537,0,31,0,24
2.277777672,0,21,0,14
1.816964269,0,39,0,32
1.473214269,0,38,0,31
0.5,1,56,0,49
0.5,0,21,0,14
0.5,0,18,0,11
1.080357194,0,50,0,43
1.816964269,0,45,0,38
1.58984375,0,22,0,15
0.953703701,0,33,0,26
3.965517282,0,35,0,28
0.800000012,0,42,0,35
0.258333325,0,19,0,12
0.310000002,0,54,0,47
0.258333325,0,30,1,22
0.206666663,1,49,0,42
0.258333325,0,29,2,20
0.654545426,0,35,0,28
0.714999974,1,35,0,28
0.654545426,0,41,0,34
1.154545426,0,45,0,38
0.281818181,1,45,0,38
0.281818181,0,23,0,16
0.8046875,0,31,0,24
0.3984375,0,21,2,12
0.827586234,0,55,0,48
0.287037045,0,50,0,43
34.21250153,0,30,9,14
74.86875153,0,38,6,25
2.8125,0,25,10,8
5.32857132,0,29,5,17
0.857142866,1,28,7,14
1.875,1,40,6,27
3.75,0,42,6,29
8.75,0,32,12,13
2.712500095,1,43,8,28
3.625,0,57,0,50
4.166666508,0,32,3,22
3.571428537,0,20,2,11
5,1,38,6,25
4.131249905,0,55,3,45
1.337499976,0,47,1,39
0.942307711,1,41,2,32
1.634615421,0,20,3,10
3.571428537,0,54,0,47
9.83571434,0,31,8,16
2.5,1,49,6,36
3.75,1,36,6,23
0.970000029,1,40,9,24
8.662500381,0,44,10,27
11.16874981,0,40,6,27
7.974999905,0,43,9,27
3.525000095,0,48,6,35
1.53125,0,38,3,28
0.970000029,0,29,2,20
3.400000095,0,23,5,11
3.375,0,51,6,38
0.142857149,0,35,3,25
0.493750006,0,38,12,19
4.708333492,0,33,5,21
3.125,0,18,6,5
3.125,0,21,9,5
1.071428537,1,26,4,15
3.035714388,0,37,6,24
11.5,1,29,9,13
0.985714257,0,24,4,13
2.525000095,0,59,2,50
1,0,32,8,17
2.491666555,1,20,5,8
4.95714283,0,30,6,17
7.800000191,1,21,10,4
5.275000095,0,40,8,25
4.849999905,0,36,5,24
2.114583254,0,25,4,14
3.875,0,36,5,24
14.27857113,0,30,13,10
11.85000038,0,36,13,16
5.447916508,1,28,10,11
15.56428528,0,46,13,26
8.725000381,1,28,12,9
3.17142868,0,38,1,30
3.700000048,0,21,5,9
3.221428633,1,39,12,20
5.268750191,0,41,10,24
4.162499905,0,41,4,30
17.32500076,1,48,10,31
7.512499809,1,60,8,45
0.631313145,1,34,6,21
2.110389709,0,34,7,20
11.4285717,0,21,10,4
5.581896782,1,24,10,7
4.761904716,1,39,5,27
6.970238209,1,42,11,24
19.16666603,1,51,11,33
32.5,1,25,13,5
7.222222328,1,45,6,32
9.642857552,0,38,8,23
8.928571701,1,24,10,7
141.6666718,1,48,11,30
11.66666698,0,22,10,5
15.47619057,0,35,10,18
11.66666698,1,32,10,15
8.916666985,1,60,11,42
13.03571415,0,28,13,8
1.553571463,1,54,3,44
6.896551609,0,55,9,39
17.26190567,0,24,13,4
3.428571463,1,29,7,15
7.883620739,0,33,10,16
10.71428585,1,28,10,11
6.321428776,1,30,10,13
7.931034565,1,24,10,7
1.984126925,1,29,10,12
1.190476179,1,24,10,7
3.273809433,0,56,4,45
5.952381134,1,34,12,15
6.816964149,0,40,6,27
5.555555344,0,30,12,11
11.90476227,1,39,12,20
3.674603224,1,36,10,19
3.571428537,0,46,1,38
7.8125,0,32,5,20
5.1875,0,26,4,15
8.125,0,47,7,33
5,0,41,3,31
4.666666508,0,34,8,19
1.96875,1,47,6,34
5.837500095,1,53,12,34
9.516666412,1,42,11,24
2.737499952,0,30,3,20
3.424999952,0,30,3,20
7.5,0,27,10,10
3.3828125,0,60,0,53
3.3828125,0,32,0,25
1.125,0,28,9,12
2.222222328,0,39,3,29
5.775000095,0,50,3,40
3.04285717,0,32,2,23
4.537499905,0,40,13,20
4.537499905,0,38,1,30
1.283333302,1,19,9,3
4.537499905,0,40,3,30
3.025000095,0,49,1,41
0.446428567,0,52,0,45
7.666666508,1,23,10,6
2.142857075,1,30,12,11
7.70714283,1,31,10,14
6.458333492,0,36,8,21
8.618749619,0,29,12,10
3.572727203,1,23,12,4
6.392857075,0,51,6,38
8.75,0,42,6,29
3,1,35,10,18
18.14999962,1,54,5,42
12.125,0,28,12,9
3.75,0,41,3,31
5.625,1,30,10,13
9.375,1,26,10,9
17.1428566,0,34,12,15
13.5714283,1,29,12,10
4.375,0,43,4,32
2.625,0,44,9,28
78.57142639,0,55,6,42
22.5,1,48,5,36
5.625,1,29,11,11
4.285714149,1,24,12,5
2.5,1,50,8,35
3.25,0,33,4,22
7.5,1,30,11,12
2.5,1,51,3,41
3.75,1,45,3,35
3.375,1,50,3,40
5.625,0,54,2,45
3.25,0,39,3,29
5.640625,0,37,2,28
4.017857075,0,35,0,28
2.677083254,0,36,1,28
7.53125,0,35,0,28
5.416666508,0,38,0,31
3.223214388,0,35,0,28
5.625,0,32,0,25
2.80092597,1,39,6,26
2.189393997,0,31,10,14
2.3125,1,46,2,37
4.010416508,0,59,2,50
6.385416508,0,34,0,27
192.5,0,38,6,25
8.649999619,0,55,0,48
4.427083492,0,26,8,11
6.083333492,0,54,3,44
2.849999905,0,30,6,17
6.944444656,0,30,10,13
8.662500381,1,41,10,24
16.74374962,0,49,12,30
9.5,0,30,10,13
1.539999962,0,40,10,23
1.924999952,1,35,12,16
15.625,1,28,12,9
10,1,32,10,15
27.73888969,0,34,13,14
27.73888969,1,29,13,9
4.772727489,0,33,8,18
8.75,1,23,12,4
11.875,0,29,10,12
5,1,32,12,13
26.79000092,1,34,13,14
11.25,1,40,10,23
16.74374962,0,40,8,25
8.662500381,1,35,10,18
5.625,0,24,10,7
5.625,0,25,10,8
3.59375,0,43,8,28
3.668750048,1,31,6,18
3.125,1,31,8,16
5,1,31,9,15
6.666666508,1,47,7,33
6.25,0,29,10,12
7.5625,0,42,10,25
7.692307472,1,34,12,15
1.666666627,0,29,9,13
5.625,1,27,12,8
3.75,1,34,12,15
2.450000048,1,53,2,44
7.357142925,0,29,13,9
9.642857552,0,27,12,8
4.425000191,0,43,10,26
3.1875,1,38,10,21
5.555555344,0,28,12,9
6.787499905,1,24,10,7
7.365079403,0,42,10,25
4.824561596,0,45,12,26
0.857142866,1,50,1,42
5,0,31,0,24
3.5,0,28,3,18
3.5,0,26,4,15
3.470000029,0,49,0,42
1.5,0,32,0,25
2.75,0,30,0,23
2.056250095,0,26,3,16
1.25,0,52,0,45
1.875,0,41,0,34
1.875,0,42,2,33
1.840000033,0,27,0,20
1.840000033,0,25,0,18
1.840000033,0,21,0,14
2.1875,0,36,0,29
3.125,0,37,0,30
2.222222328,0,33,0,26
4.604166508,0,27,8,12
12.5,1,26,10,9
15.625,0,24,10,7
6,0,53,0,46
9.090000153,0,28,10,11
11.875,1,25,11,7
6.416666508,1,29,12,10
3,0,46,6,33
13.75,0,32,10,15
9.375,1,26,12,7
3.125,0,41,3,31
9.324999809,1,44,10,27
6.5,0,21,10,4
0.833333313,1,36,12,17
8.642857552,0,31,7,17
9.375,1,27,10,10
5,0,53,1,45
6.5,0,30,10,13
5.625,0,44,10,27
1.924999952,1,35,7,21
2.8125,0,23,7,9
10.55555534,0,57,0,50
0.833333313,0,22,7,8
2.5,0,20,8,5
17.5,0,32,10,15
8.25,0,32,8,17
8.333333015,1,27,10,10
1,1,38,8,23
4.909999847,0,29,10,12
1.5625,0,51,0,44
0.833333313,1,24,10,7
9.375,1,29,10,12
9.375,0,23,10,6
7.5,0,29,10,12
6.5,0,39,8,24
3.720000029,0,21,6,8
6.122448921,1,29,11,11
3.968253851,0,33,5,21
5.983333111,1,58,6,45
6.25,0,59,3,49
15,0,35,10,18
10,1,32,10,15
8.75,0,33,10,16
4.537499905,0,33,3,23
1.924999952,1,33,1,25
3.375,1,37,10,20
26.875,0,45,12,26
13.75,1,35,12,16
6.162499905,0,33,10,16
4.112500191,1,35,12,16
5.537499905,0,40,10,23
1.924999952,0,59,10,42
11.96111107,1,34,9,18
2.037499905,0,40,6,27
0.581395328,1,27,10,10
14.30000019,0,20,10,3
1.00999999,0,50,0,43
1.00999999,1,48,6,35
1.075000048,0,34,5,22
1.029999971,0,29,2,20
1.549999952,1,41,5,29
1.00999999,0,26,7,12
7.620535851,0,37,5,25
5.731249809,0,36,10,19
2.400000095,1,44,6,31
3.571428537,0,42,0,35
2.650000095,0,25,6,12
4.933333397,0,32,1,24
2.638888836,0,25,6,12
1.311111093,1,30,6,17
18.33333397,0,48,12,29
5.837500095,0,24,5,12
6.699999809,1,41,11,23
6.25,0,46,8,31
7.8125,1,39,8,24
2.875,0,52,2,43
4.15625,1,47,8,32
8.675000191,0,42,3,32
33.25,0,24,4,13
1.961206913,1,23,10,6
9.03125,0,42,6,29
4.324468136,1,43,6,30
2.013888836,1,42,5,30
3.044642925,0,40,7,26
1.875,1,58,3,48
7.5,0,21,10,4
4.427083492,0,31,7,17
3.642857075,0,54,7,40
15.31428528,1,60,8,45
9.611110687,0,30,9,14
11.04444408,0,24,8,9
4.518518448,1,29,7,15
12.04285717,0,48,12,29
11.47142887,1,48,12,29
3.504629612,1,41,8,26
21.0625,0,29,8,14
4.571969509,1,56,8,41
5.708333492,0,24,10,7
5.412499905,0,39,12,20
19.95833397,1,34,12,15
7.216666698,1,33,12,14
2.599999905,1,36,11,18
1.118181825,0,26,8,11
11.39500046,0,33,4,22
7.866666794,1,32,12,13
9.166666985,0,44,12,25
12.85714245,1,36,12,17
3.571428537,0,31,10,14
8.685714722,1,26,10,9
12.33333302,0,29,13,9
9.375,1,28,13,8
5.550000191,1,34,12,15
7.472222328,0,34,8,19
3.84375,1,45,6,32
13.5714283,0,33,8,18
10,1,31,10,14
5.144444466,0,35,6,22
8.158333778,0,33,13,13
10.65833378,1,25,12,6
6.550000191,1,32,12,13
5,0,31,10,14
6.393750191,0,50,6,37
3.205555439,1,47,6,34
6.400000095,1,35,12,16
1.924999952,0,24,8,9
28.23571396,1,28,10,11
4.912499905,0,38,10,21
6.550000191,1,31,12,12
3.216666698,1,42,12,23
3.811111212,0,42,10,25
9.662500381,1,25,10,8
2.32857132,1,44,9,28
5.349999905,0,39,6,26
0.456250012,1,38,5,26
0.287499994,0,36,10,19
5.614285946,1,31,10,14
14.13571453,0,42,13,22
5.185714245,1,21,10,4
9.899999619,0,36,12,17
9.899999619,0,38,5,26
8.42142868,0,52,2,43
4.271739006,1,25,10,8
2.875,0,56,5,44
0.5546875,0,23,5,11
4.444444656,1,47,6,34
3.532608747,1,28,5,16
2.349999905,1,44,10,27
11.74374962,0,36,10,19
1.767857194,1,38,8,23
4.293650627,0,35,10,18
2.160714388,1,28,8,13
3.645833254,0,41,10,24
10.41666698,0,36,10,19
2,1,54,3,44
4.022222042,1,45,4,34
21.64999962,0,30,6,17
2.706249952,0,44,0,37
3.125,0,36,4,25
5.208333492,0,21,5,9
1.111111164,1,31,5,19
1.111111164,1,33,6,20
4.166666508,0,45,10,28
1.507936478,1,43,2,34
3.333333254,0,36,7,22
8.66428566,1,32,8,17
5,0,21,9,5
2.8125,0,21,8,6
1.120833278,0,20,10,3
3.125,0,28,10,11
1.759259224,1,30,5,18
5.493750095,0,29,9,13
6.162499905,0,26,8,11
3.444444418,0,24,5,12
3.444444418,1,22,7,8
3.385416746,1,25,10,8
4.855555534,1,23,10,6
3.596153736,0,47,6,34
4.366666794,0,37,8,22
6.050000191,1,34,10,17
4.125,0,34,2,25
8.34375,1,47,6,34
3.630000114,0,47,3,37
3.047619104,1,27,10,10
2.757142782,0,46,10,29
13.93000031,1,36,6,23
5.125,0,25,2,16
1.033333302,1,27,13,7
1.162500024,0,54,9,38
1.162500024,1,50,11,32
9.363095284,0,22,7,8
6.412499905,0,33,8,18
3.394999981,0,40,10,23
1.125,1,31,12,12
8.34375,1,39,6,26
16.5625,0,54,6,41
5,1,49,5,37
4.537499905,1,27,10,10
11.90555573,1,37,4,26
7.77314806,0,48,10,31
5.9375,1,58,9,42
7.5625,1,24,12,5
4.412499905,1,44,8,29
11.38333321,1,36,10,19
7.033333302,0,37,8,22
7.912499905,0,30,8,15
10.80000019,1,28,10,11
28.62999916,0,58,1,50
6.162499905,1,40,8,25
3.793750048,0,45,1,37
4.875,1,41,6,28
6.162499905,0,35,4,24
9.361842155,0,30,2,21
7.912499905,0,29,10,12
7.96875,0,35,5,23
5.625,0,37,2,28
4.489583492,0,45,6,32
6.468085289,0,39,7,25
6.800000191,0,39,2,30
5.6875,1,40,7,26
5.135416508,0,40,6,27
2.25,1,32,8,17
7.122222424,0,37,4,26
1.316666722,1,34,7,20
4.04285717,0,24,4,13
6.821428776,0,37,5,25
5.57870388,0,22,6,9
1.283333302,1,24,5,12
6.144444466,0,47,3,37
6.287499905,0,41,10,24
8.162500381,0,56,3,46
3.625,1,34,8,19
2.116666555,0,49,4,38
3,1,40,6,27
3.5,0,34,7,20
3.333333254,0,37,8,22
2.577380896,1,31,10,14
2.598684311,1,21,10,4
6.662499905,0,33,7,19
4.287499905,1,26,8,11
6.662499905,0,30,4,19
9.980262756,0,32,4,21
2.900000095,1,35,6,22
5.730000019,0,29,10,12
2.588888884,0,37,7,23
5.922222137,1,27,6,14
4.287499905,1,38,10,21
3.037499905,0,26,3,16
5.537499905,0,51,6,38
25.27916718,1,41,12,22
4.912499905,1,49,11,31
6.527777672,1,37,5,25
6.033333302,0,24,10,7
3.025000095,0,32,8,17
5.614285946,0,38,8,23
3.572727203,1,52,6,39
6.550000191,1,22,13,2
4.922222137,1,35,10,18
3.599999905,0,33,9,17
3.588888884,1,30,10,13
6.162499905,1,32,8,17
5.134615421,0,52,0,45
8.885416985,0,45,3,35
3.039999962,1,56,4,45
5,0,49,6,36
2.777777672,1,44,6,31
4.537499905,1,57,6,44
16.74374962,0,33,12,14
8.662500381,0,44,7,30
8.662500381,0,24,12,5
8.662500381,1,24,12,5
31.20624924,0,44,13,24
8.662500381,1,37,12,18
8.662500381,0,26,10,9
8.662500381,0,50,7,36
8.662500381,1,37,12,18
4.537499905,1,25,6,12
8.662500381,0,37,10,20
19.4375,0,43,6,30
13.22500038,0,40,6,27
10.10833359,0,26,5,14
8.34375,0,54,5,42
8.34375,1,49,6,36
7.416666508,1,48,6,35
7.699999809,1,28,10,11
7.699999809,0,26,10,9
13.125,0,52,10,35
3.75,1,27,10,10
1.877777815,1,36,6,23
9.444444656,0,47,6,34
5.555555344,1,40,10,23
6.666666508,0,29,10,12
3.888888836,1,46,6,33
10.34444427,1,51,4,40
9.388889313,0,24,10,7
6.111111164,0,46,6,33
7.699999809,0,39,5,27
4.375,1,46,6,33
8.393750191,0,25,9,9
25.1785717,0,40,8,25
30.25,1,36,8,21
1.539999962,1,52,4,41
1.388888836,0,28,7,14
1.711111069,0,52,4,41
8.333333015,0,54,6,41
8.662500381,0,35,7,21
7.222222328,0,36,6,23
38.5,0,54,6,41
5.75555563,0,35,6,22
37.1428566,0,42,8,27
6.929999828,1,35,7,21
42.03125,1,36,7,22
1.494444489,0,48,0,41
1.565656543,0,28,9,12
3.612499952,0,33,4,22
3.612499952,1,32,2,23
1.711111069,0,49,5,37
1.494444489,1,41,5,29
6.416666508,1,45,8,30
2.592857122,1,42,2,33
1.5,0,25,6,12
10.35000038,0,42,4,31
4.25555563,0,44,8,29
4.25555563,1,39,8,24
8.34375,0,56,0,49
7.949999809,0,57,0,50
7.071428776,1,48,4,37
7.50555563,0,26,6,13
8.34375,0,24,10,7
4.90625,1,25,8,10
8.53125,1,31,8,16
4.875,1,28,9,12
6.666666508,0,35,10,18
0.625,0,27,4,16
5.9375,1,35,10,18
4.861111164,1,47,4,36
8.125,0,54,6,41
6.984694004,1,55,3,45
2.880952358,1,53,8,38
3.78125,1,53,4,42
4.033333302,1,37,5,25
5.041666508,0,32,9,16
5.041666508,1,27,7,13
9.625,0,29,12,10
3.571428537,0,39,3,29
4.033333302,1,42,6,29
1.345000029,1,37,3,27
13.39500046,0,42,9,26
8.662500381,1,36,9,20
7.222222328,0,25,0,18
2.125,1,31,5,19
3.075000048,1,30,6,17
3.335000038,0,36,7,22
2.979166746,0,23,10,6
8.666666985,1,38,5,26
2.666666746,0,26,6,13
9.5,0,45,5,33
5.941666603,0,21,10,4
9.375,0,33,10,16
2.599999905,0,30,10,13
7.120535851,0,52,6,39
2.625,0,32,8,17
6.858333111,0,46,1,38
7.260000229,0,42,7,28
7.699999809,0,39,7,25
3.099999905,1,31,5,19
6.300000191,1,29,8,14
1.75454545,0,22,7,8
2.980769157,0,42,10,25
7.699999809,1,27,10,10
7.699999809,0,21,8,6
5.054166794,1,43,8,28
3.46875,0,24,9,8
4.033333302,1,60,7,46
5.775000095,0,27,10,10
7.222222328,1,26,11,8
4.039999962,0,34,4,23
2.583333254,1,31,8,16
9.100000381,0,44,10,27
8.427778244,0,36,7,22
16.11111069,0,35,12,16
13.79310322,0,27,13,7
2.767857075,0,56,6,43
3.875,1,54,8,39
11.18571472,0,57,3,47
124.5625,0,54,1,46
77.46875,0,54,4,43
4.537499905,0,57,1,49
1.283333302,1,54,4,43
4.033333302,0,24,7,10
7.416666508,0,48,5,36
4.8125,0,31,7,17
2.275000095,1,28,8,13
6.54090929,1,39,4,28
2.708333254,0,41,7,27
1.5625,1,34,6,21
3.684999943,0,41,2,32
5.606249809,0,43,0,36
3,0,54,10,37
5.640625,0,33,8,18
4.622222424,0,44,7,30
1.86500001,1,36,9,20
4,0,34,6,21
0.510204077,0,36,0,29
1.840000033,1,27,3,17
28.875,0,36,6,23
25.95454597,1,33,6,20
13.24285698,0,36,6,23
7.412499905,1,35,7,21
70,1,30,12,11
79.96875,1,45,5,33
38.5,0,33,8,18
43.3125,1,26,7,12
8.471428871,0,36,8,21
61.08333206,0,39,6,26
13.95714283,0,39,7,25
43.5,0,29,7,15
43.3125,0,32,8,17
22.6875,1,27,8,12
29.44285774,0,24,6,11
77.78125,0,35,10,18
14.28571415,0,34,4,23
10.15714264,0,54,6,41
5.757143021,0,55,5,43
16.375,1,28,6,15
3.645833254,0,32,5,20
4.537499905,0,24,0,17
8.662500381,1,34,7,20
7.699999809,0,37,10,20
8.662500381,1,32,9,16
14.88333321,0,36,6,23
16.74374962,0,24,12,5
16.74374962,1,23,13,3
7.699999809,0,46,4,35
4.87142849,0,23,7,9
4.537499905,0,55,6,42
4.537499905,1,48,8,33
2.200000048,1,27,10,10
3.025000095,0,23,10,6
9.899999619,0,41,12,22
7.699999809,1,38,12,19
1.924999952,1,40,6,27
2,1,44,0,37
0.893750012,1,48,2,39
0.567460299,1,45,0,38
5.454545498,1,56,0,49
10,1,35,6,22
8.928571701,1,34,12,15
14.88333321,1,35,12,16
3.5,0,25,10,8
11.25,1,32,12,13
11.25,1,54,12,35
5,1,36,10,19
16.74374962,1,50,12,31
8.087499619,1,46,2,37
16.74374962,0,52,12,33
31.20624924,0,36,13,16
8.662500381,1,30,10,13
6.818181992,0,40,10,23
30.625,1,36,10,19
2.5,1,23,10,6
2.777777672,0,27,12,8
2.857142925,0,52,12,33
2.142857075,1,45,12,26
6.162499905,0,35,12,16
3.662499905,1,34,12,15
10,0,40,12,21
4.144444466,0,28,1,20
1.283333302,0,58,6,45
6.579999924,0,36,10,19
7.849999905,0,35,10,18
5.625,1,45,6,32
9.375,0,44,13,24
17.25,1,36,12,17
2.575000048,1,37,4,26
5.375,0,58,10,41
3.4375,1,54,10,37
6.25,0,35,13,15
6.875,1,30,10,13
0.892857134,0,48,8,33
3.520408154,1,45,6,32
7.589285851,1,25,13,5
3.025000095,1,45,1,37
4.321428776,1,49,6,36
11.9598217,0,29,10,12
0.851190448,1,33,9,17
13.66836739,0,23,12,4
3.241071463,1,46,5,34
0.410919547,0,26,10,9
1.021428585,1,19,5,7
3.464285612,0,57,10,40
6.25,1,44,8,29
2.5,1,46,8,31
7.142857075,1,44,13,24
5,1,30,12,11
5.555555344,0,46,10,29
4.444444656,1,44,12,25
0.555555582,1,46,13,26
14.88333321,0,35,12,16
7.699999809,1,30,10,13
14.88333321,0,39,12,20
14.88333321,1,34,12,15
14.88333321,0,44,13,24
7.699999809,1,32,10,15
14.88333321,0,46,10,29
4.537499905,1,44,9,28
8.943750381,1,35,8,20
21.14999962,1,60,12,41
11.25,1,29,12,10
5.212500095,1,42,0,35
7.5,0,33,10,16
28.75,0,59,13,39
21.14999962,1,57,12,38
9.375,0,34,12,15
7.337500095,1,32,10,15
6.245535851,1,44,13,24
0.352678567,1,34,10,17
7.589285851,0,40,10,23
19.22596169,1,36,10,19
11.57589245,0,42,12,23
2.9375,1,40,0,33
7.142857075,0,41,2,32
8.928571701,1,36,10,19
1.245535731,1,37,10,20
4.993750095,0,30,12,11
2.743750095,1,29,12,10
7.966666698,0,48,4,37
4.099999905,1,38,6,25
11.72222233,1,37,10,20
5.75,0,57,10,40
2.400000095,0,26,10,9
21.25,1,40,13,20
8.5625,0,46,10,29
36.875,1,40,8,25
2.037499905,1,46,5,34
5,0,25,10,8
4.9375,0,37,8,22
10,0,18,10,1
14.88333321,0,49,12,30
4.033333302,1,46,10,29
2.5,1,31,6,18
9.444444656,0,36,12,17
4.6875,0,47,4,36
4,0,36,10,19
1.700000048,1,31,9,15
5.75,0,38,13,18
1.25,1,28,12,9
1.375,1,32,10,15
3.544444561,0,38,6,25
3.888888836,1,37,7,23
1.111111164,1,29,4,18
1,1,51,1,43
5,1,26,1,18
1.539999962,1,44,4,33
1.283333302,0,46,6,33
6.162499905,0,42,5,30
0.875,1,36,5,24
8.662500381,0,50,11,32
2.880952358,1,39,6,26
17.8571434,0,33,6,20
0.893750012,1,44,0,37
0.794444442,0,31,5,19
3.662499905,0,51,0,44
7.699999809,0,52,1,44
7.699999809,1,48,5,36
2.555555582,0,30,5,18
4.033333302,0,48,2,39
2.549999952,0,29,8,14
14.88333321,0,27,12,8
4.237500191,0,30,10,13
4.033333302,0,51,2,42
2.612499952,0,32,6,19
7.699999809,1,48,12,29
7.699999809,1,34,12,15
0.876865685,0,43,6,30
5.795454502,0,40,6,27
1.611111164,1,25,5,13
6.300000191,0,34,10,17
1.283333302,0,21,6,8
3.375,0,48,6,35
2.103174686,0,44,4,33
4.010204315,0,40,12,21
7.071428776,1,39,12,20
1.556122422,0,42,6,29
0.890625,1,38,6,25
5.400000095,0,49,2,40
4.537499905,0,36,6,23
9.262499809,1,33,10,16
3.875,0,25,7,11
4.033333302,1,22,8,7
1.702380896,1,21,10,4
0.629999995,0,24,5,12
5.037499905,0,36,6,23
1.539999962,1,41,4,30
3.875,0,21,6,8
0.893750012,1,25,8,10
1.711111069,0,36,6,23
1.927083373,0,44,0,37
0.625,0,42,1,34
0.9375,0,25,6,12
0.9375,0,26,4,15
1.25,0,40,2,31
0.895833313,0,29,4,18
2.015625,0,44,2,35
2.364583254,1,31,1,23
1.875,0,32,2,23
0.729166687,0,21,1,13
0.833333313,1,28,1,20
0.625,0,26,0,19
0.729166687,0,34,2,25
0.6875,1,39,1,31
0.6875,0,15,0,8
1.25,0,57,0,50
3.645833254,0,57,0,50
2.125,0,26,4,15
0.78125,0,40,5,28
1.6875,0,34,2,25
0.625,0,32,1,24
0.625,0,26,3,16
