"name","city","business_postal_code","inspection_date","risk_category","isViolation","highRisk"
"CHAIRMAN SF, LLC","San Francisco","94124","01/08/2019 12:00:00 AM",NA,FALSE,NA
"Luigi's Pizzeria","San Francisco","94133","01/05/2017 12:00:00 AM",NA,FALSE,NA
"SK&L Trading, LLC","San Francisco","94133","08/23/2017 12:00:00 AM","High Risk",TRUE,TRUE
"Akikos Sushi","San Francisco","94108","03/08/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Bar Crenn","San Francisco","94123","02/28/2018 12:00:00 AM",NA,FALSE,NA
"Ilana Cafe","San Francisco","94121","10/24/2016 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Grandeho's Kamekyo II","San Francisco","94109","02/05/2019 12:00:00 AM",NA,FALSE,NA
"Amphawa Thai Noodle House","San Francisco","94122","06/05/2017 12:00:00 AM",NA,FALSE,NA
"Shanghai Dumpling King 2","San Francisco","94127","12/13/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Sam Rong Cafe","San Francisco","94133","05/25/2017 12:00:00 AM",NA,FALSE,NA
"Champa Garden","San Francisco","94112","03/05/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"CHA-AM RESTAURANT","San Francisco","94107","07/09/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Kara's Cupcakes","San Francisco","94107","01/18/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"PASITA'S BAKERY","San Francisco","94112","03/21/2017 12:00:00 AM","High Risk",TRUE,TRUE
"Senor Sisig #3","San Francisco",NA,"01/26/2017 12:00:00 AM",NA,FALSE,NA
"95222 - V-4 King Street Carvery (Cart)","San Francisco","94107","03/26/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"DECCAN HOUSE","San Francisco","94110","11/03/2017 12:00:00 AM","High Risk",TRUE,TRUE
"Xiao Loong","San Francisco",NA,"01/31/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Green Bar","San Francisco","94111","03/07/2019 12:00:00 AM","High Risk",TRUE,TRUE
"RICHMOND NEW MAY WAH SUPERMARKET","San Francisco","94118","07/31/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Japanese House","San Francisco","94103","03/01/2018 12:00:00 AM",NA,FALSE,NA
"Epicurean@SHCP","San Francisco","94109","09/17/2018 12:00:00 AM","High Risk",TRUE,TRUE
"Flying Pig Bistro","San Francisco","94103","10/15/2018 12:00:00 AM",NA,FALSE,NA
"Beard Papa's","San Francisco","94103","08/22/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Cafe Encore","San Francisco","94109","11/07/2016 12:00:00 AM","Low Risk",TRUE,FALSE
"NICKIES IRISH PUB","San Francisco","94117","05/29/2019 12:00:00 AM",NA,FALSE,NA
"MONGKOK DIM SUM & RESTAURANT","San Francisco","94122","05/15/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"NEW TSING TAO RESTAURANT","San Francisco","94127","01/04/2019 12:00:00 AM",NA,FALSE,NA
"Gambinos Deli, Inc.","San Francisco","94111","06/26/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Guzman's Produce Market, Inc.","San Francisco","94112","09/14/2017 12:00:00 AM","High Risk",TRUE,TRUE
"Extreme Pizza","San Francisco","94103","08/29/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Niji Japanese Grille","San Francisco","94104","07/15/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Leadership High School","San Francisco","94112","09/18/2019 12:00:00 AM",NA,FALSE,NA
"Hogwash","San Francisco",NA,"11/27/2018 12:00:00 AM","High Risk",TRUE,TRUE
"The Napper Tandy","San Francisco",NA,"03/07/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Boss Supermarket","San Francisco","94122","07/16/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Peet's Coffee and Tea","San Francisco","94104","05/15/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"HAMANO SUSHI","San Francisco","94114","09/19/2018 12:00:00 AM",NA,FALSE,NA
"Beer Nerds","San Francisco","94110","07/22/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Kagawa-ya Udon Noodle Company","San Francisco","94103","06/26/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Soma Eats","San Francisco","94105","03/13/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Super Save Supermarket","San Francisco","94124","07/16/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Pizza Express","San Francisco","94110","09/25/2017 12:00:00 AM",NA,FALSE,NA
"7-Mission Restaurant","San Francisco","94103","05/22/2019 12:00:00 AM","High Risk",TRUE,TRUE
"Ritu Indian Soul Food","San Francisco","94110","12/22/2016 12:00:00 AM","Low Risk",TRUE,FALSE
"Ayola","San Francisco","94105","04/24/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Blaze Pizza Fast-Fire'd","San Francisco","94132","02/23/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"1428 Haight","San Francisco","94117","08/17/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"My Ivy Corp.","San Francisco","94115","03/07/2019 12:00:00 AM",NA,FALSE,NA
"Healthy Spirits Castro","San Francisco","94114","03/27/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Brendas Meat & Three","San Francisco","94115","03/13/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Little Heaven Deli","San Francisco","94110","11/02/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Jang Soo BBQ","San Francisco","94121","04/03/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"NAPOLI PIZZA RESTAURANT","San Francisco","94109","10/04/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Castro Coffee Company","San Francisco","94114","10/17/2017 12:00:00 AM",NA,FALSE,NA
"Jay's Cheesesteak","San Francisco","94110","09/26/2018 12:00:00 AM",NA,FALSE,NA
"Tip Top Market","San Francisco","94102","08/20/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Seal Rock Inn Restaurant","San Francisco","94121","09/09/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Dirty Habit","San Francisco","94103","04/23/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Uno Dos Taco","San Francisco","94105","01/23/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"SAI JAI THAI","San Francisco","94109","04/16/2019 12:00:00 AM",NA,FALSE,NA
"AHA Fresh","San Francisco","94114","08/30/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Vital Tea Leaf Inc","San Francisco","94108","12/17/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"AMC Theatres Metreon 16 - Main Stand","San Francisco","94103","01/05/2017 12:00:00 AM",NA,FALSE,NA
"Poke Origin","San Francisco","94122","01/30/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"The Crepe House","San Francisco","94109","10/12/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"CAFE MADELEINE","San Francisco","94105","01/10/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Roadside Rotisserie (#4)","San Francisco","94158","05/08/2019 12:00:00 AM",NA,FALSE,NA
"95250 C&C Concessions/View Level Vending Room","San Francisco","94107","03/26/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"CROSSROADS CAFE","San Francisco","94107","01/30/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"SUNRISE MARKET","San Francisco","94117","05/08/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"DOSA","San Francisco","94110","06/05/2019 12:00:00 AM","High Risk",TRUE,TRUE
"Jamber","San Francisco","94107","12/07/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"SK&L Trading, LLC","San Francisco","94133","12/05/2016 12:00:00 AM","Low Risk",TRUE,FALSE
"El Buen Comer","San Francisco",NA,"08/23/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"The White Horse","San Francisco","94102","01/27/2017 12:00:00 AM",NA,FALSE,NA
"Yum Yum Hunan","San Francisco","94115","04/30/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"HAPPY LAMB HOT POT","San Francisco","94102","11/01/2016 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Katherine Delmar Burke School","San Francisco","94121","04/11/2019 12:00:00 AM",NA,FALSE,NA
"TAQUERIA EL BUEN SABOR","San Francisco","94112","10/25/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Sotto Mare Oysteria & Seafood","San Francisco","94133","08/27/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Fog City","San Francisco","94111","04/11/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"LA REYNA BAKERY","San Francisco","94110","11/17/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Phillies","San Francisco","94112","03/05/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"A B C MARKET","San Francisco","94110","03/28/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Fillmore Bake Shop","San Francisco","94115","06/25/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"ESTELA'S DONBURI","San Francisco","94108","09/10/2019 12:00:00 AM",NA,FALSE,NA
"Golden Ocean Quickly","San Francisco","94112","10/27/2017 12:00:00 AM","High Risk",TRUE,TRUE
"El Porteno I Restaurant","San Francisco","94112","05/30/2018 12:00:00 AM",NA,FALSE,NA
"EL BURRITO EXPRESS #2","San Francisco","94115","05/04/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Monterey Deli","San Francisco","94127","07/30/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Heritage, The","San Francisco","94123","02/23/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Stanford Hotel","San Francisco","94108","02/27/2019 12:00:00 AM","High Risk",TRUE,TRUE
"FRENA","San Francisco","94121","02/22/2019 12:00:00 AM",NA,FALSE,NA
"Marlowe","San Francisco","94107","09/26/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Michael's Food Store","San Francisco","94109","06/15/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Little Sweet","San Francisco","94118","06/29/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Early to Rise","San Francisco","94133","07/26/2017 12:00:00 AM",NA,FALSE,NA
"Soo Fong Restaurant","San Francisco","94124","02/07/2017 12:00:00 AM",NA,FALSE,NA
"Lucky California #755","San Francisco","94132","11/17/2017 12:00:00 AM",NA,FALSE,NA
"Maxfield's House of Caffeine","San Francisco","94110","07/05/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Imperial Palace","San Francisco","94108","12/17/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Joy Hing BBQ Noodles House","San Francisco","94108","01/02/2019 12:00:00 AM",NA,FALSE,NA
"Gold Coin Trading Co","San Francisco","94133","11/17/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Kaiju Cooks","San Francisco","94121","08/27/2019 12:00:00 AM",NA,FALSE,NA
"Subway #4066","San Francisco","94121","02/12/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Chef's Work in the Truck","San Francisco","94103","02/07/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Nande-Ya","San Francisco","94115","02/27/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Applebee's Fisherman's Wharf","San Francisco","94133","02/28/2018 12:00:00 AM",NA,FALSE,NA
"Molinari Delicatessen","San Francisco","94133","06/20/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Mymy","San Francisco","94109","10/30/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"JT Market","San Francisco","94122","04/12/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"St. Ignatius","San Francisco","94116","03/11/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Mikaku Restaurant","San Francisco","94108","12/28/2018 12:00:00 AM",NA,FALSE,NA
"Golden Horse Restaurant","San Francisco","94109","10/07/2016 12:00:00 AM",NA,FALSE,NA
"Reveille Coffee","San Francisco","94111","06/10/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Cala Restaurant","San Francisco","94102","06/04/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Brioche Bakery & Cafe","San Francisco","94133","07/31/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"KERY MARKET","San Francisco","94110","05/21/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"GARDEN HOUSE CAFE","San Francisco","94121","01/26/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Miss Saigon LLC","San Francisco","94103","06/15/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Subway Sandwiches #34341","San Francisco","94103","02/24/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"North Beach Pizza","San Francisco","94133","08/29/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Pho Dong Huong","San Francisco","94127","11/02/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Alba Ray's","San Francisco","94110","07/01/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Happy Shabu Shabu","San Francisco","94115","03/05/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Chanvi","San Francisco","94103","03/14/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"SAN FRANCISCO FOOD BANK","San Francisco","94107","01/19/2017 12:00:00 AM",NA,FALSE,NA
"The Flying Falafel","San Francisco",NA,"09/24/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Little Bee Baking","San Francisco","94110","03/20/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"LADLE & LEAF","San Francisco","94111","04/25/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"COSTCO WHOLESALE","San Francisco","94107","01/19/2018 12:00:00 AM",NA,FALSE,NA
"H & L Super Market","San Francisco","94102","04/15/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Red Jade Restaurant","San Francisco","94114","07/18/2018 12:00:00 AM","High Risk",TRUE,TRUE
"City View Restaurant","San Francisco","94111","04/03/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"BOSTON MARKET","San Francisco","94103","02/14/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"HIEP-THANH MARKET","San Francisco","94109","04/05/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"City Super","San Francisco","94133","11/27/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"ILLY CAFFE SF_PIER 39","San Francisco","94133","03/29/2019 12:00:00 AM",NA,FALSE,NA
"Sweet Hut","San Francisco","94118","08/28/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"California Grocery","San Francisco","94102","06/27/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Centro Latino de SF at the Star Hotel","San Francisco","94110","08/27/2018 12:00:00 AM",NA,FALSE,NA
"Akiko's Sushi Bar","San Francisco","94102","07/28/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Java House LLC","San Francisco","94107","10/25/2018 12:00:00 AM",NA,FALSE,NA
"HAYES STREET GRILL","San Francisco","94102","07/11/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Fancy Wheatfield Bakery, Inc","San Francisco","94134","01/10/2017 12:00:00 AM",NA,FALSE,NA
"LA TRAVIATA","San Francisco","94110","02/28/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"OOLA RESTAURANT & BAR","San Francisco","94103","08/15/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Green Bar","San Francisco","94111","03/07/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Ladle & Leaf","San Francisco","94104","11/10/2016 12:00:00 AM","Moderate Risk",TRUE,FALSE
"FLOUR + WATER PIZZERIA","San Francisco","94110","06/26/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"CINDERELLA BAKERY & CAFE","San Francisco","94118","09/23/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Tu Lan Vietnamese Restaurant","San Francisco","94103","02/27/2017 12:00:00 AM","High Risk",TRUE,TRUE
"Champa Garden","San Francisco","94112","07/24/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Facebook INC","San Francisco","94105","05/22/2018 12:00:00 AM",NA,FALSE,NA
"Halal Wings Plus","San Francisco","94102","12/06/2016 12:00:00 AM","Low Risk",TRUE,FALSE
"Academy of Arts Univ- I House Cafe","San Francisco","94109","09/11/2019 12:00:00 AM",NA,FALSE,NA
"Lahore Karahi","San Francisco","94109","08/13/2018 12:00:00 AM","High Risk",TRUE,TRUE
"Shabuway, Men-Oh","San Francisco","94118","10/12/2017 12:00:00 AM",NA,FALSE,NA
"FIRE AND BREW","San Francisco","94105","05/13/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"PRINCESS BAKERY","San Francisco","94112","02/26/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"O' by Claude Le Tohic","San Francisco","94102","04/29/2019 12:00:00 AM",NA,FALSE,NA
"Fresco Pizza and Grill","San Francisco","94109","09/06/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Saffron Lounge","San Francisco","94103","05/09/2019 12:00:00 AM",NA,FALSE,NA
"Latte Express #3","San Francisco","94133","03/06/2018 12:00:00 AM",NA,FALSE,NA
"Cafe Valencia","San Francisco","94110","04/09/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Korean Bobcha","San Francisco","94103","10/24/2016 12:00:00 AM",NA,FALSE,NA
"Golden Gate Halal Food","San Francisco","94102","08/16/2019 12:00:00 AM",NA,FALSE,NA
"La Fonda","San Francisco","94122","03/15/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Yan Yan Seafood Restaurant","San Francisco","94122","07/10/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"RESTAURANTE FAMILIAR","San Francisco","94112","05/18/2017 12:00:00 AM",NA,FALSE,NA
"Fresca Gardens, Inc","San Francisco","94103","09/26/2018 12:00:00 AM",NA,FALSE,NA
"Osha Express","San Francisco","94105","02/15/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Manila Bowl","San Francisco","94103","03/06/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"San Francisco Public Montessori","San Francisco","94115","03/22/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"McAllister Grocery & Deli","San Francisco","94102","02/14/2017 12:00:00 AM","High Risk",TRUE,TRUE
"Saison","San Francisco","94107","11/29/2016 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Dar Bar Pakistani/Indian Cusine","San Francisco","94109","05/29/2018 12:00:00 AM",NA,FALSE,NA
"Wild Pepper","San Francisco","94110","08/26/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"SUNRISE MARKET","San Francisco","94117","10/24/2016 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Alfred's Steakhouse","San Francisco",NA,"03/01/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Crab House","San Francisco","94133","09/13/2018 12:00:00 AM",NA,FALSE,NA
"Alioto's","San Francisco","94133","10/24/2017 12:00:00 AM",NA,FALSE,NA
"Castro Theatre","San Francisco","94114","02/26/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Tamashi","San Francisco","94123","05/15/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"95206 King Street Carvery (Soup) Cart","San Francisco","94107","07/19/2019 12:00:00 AM",NA,FALSE,NA
"ABSINTHE BRASSERIE & BAR","San Francisco","94102","04/03/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Westin St Francis - Employee's Cafeteria","San Francisco","94102","06/10/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Blue Bottle Coffee","San Francisco","94107","10/07/2016 12:00:00 AM",NA,FALSE,NA
"Om Indian Cuisine","San Francisco","94117","05/01/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"EL CASTILLITO TAQUERIA INC.","San Francisco","94114","07/02/2018 12:00:00 AM",NA,FALSE,NA
"BeiJing Restaurant","San Francisco","94112","08/13/2019 12:00:00 AM","High Risk",TRUE,TRUE
"Mayah's Restaurant Cafe","San Francisco","94103","03/08/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Tip Top Market","San Francisco","94102","12/22/2016 12:00:00 AM","Moderate Risk",TRUE,FALSE
"SANRAKU","San Francisco","94103","02/14/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Firenze By Night","San Francisco","94133","04/18/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"SMILE'S  B.B.Q.","San Francisco","94110","11/15/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"CHARLIE'S DELI CAFE","San Francisco","94110","04/04/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Kio Ramen","San Francisco","94121","10/21/2016 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Udupi Palace","San Francisco","94110","09/06/2019 12:00:00 AM",NA,FALSE,NA
"Jamba Juice","San Francisco","94108","05/15/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Oski","San Francisco","94133","01/19/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"TEA FM","San Francisco","94132","06/14/2019 12:00:00 AM","High Risk",TRUE,TRUE
"Mr. & Mrs. Tea House LLC","San Francisco","94118","05/01/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Bonito Poke","San Francisco",NA,"11/15/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Balboa Teriyaki","San Francisco","94121","06/27/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"COLLEGE MARKET","San Francisco","94109","02/21/2019 12:00:00 AM",NA,FALSE,NA
"Blue Bottle Coffee","San Francisco","94107","02/23/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Eden Silk Road Cuisine","San Francisco","94102","10/28/2016 12:00:00 AM",NA,FALSE,NA
"Mission Shell","San Francisco","94110","05/23/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"La Boulangerie De San Francisco","San Francisco","94114","06/20/2018 12:00:00 AM",NA,FALSE,NA
"Fish N Gari","San Francisco","94109","08/20/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"HONG KONG RESTAURANT","San Francisco","94134","07/23/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Aveline / The European","San Francisco","94102","11/27/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"GreenSurge","San Francisco","94114","07/14/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Saint Frank Coffee","San Francisco","94103","09/22/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Las Brisas","San Francisco","94110","03/09/2018 12:00:00 AM","High Risk",TRUE,TRUE
"Illy Caffe SF_Sansome","San Francisco","94111","04/29/2019 12:00:00 AM","High Risk",TRUE,TRUE
"SERRANO'S PIZZA II","San Francisco","94110","07/14/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Blaze Pizza Fast-Fire'd","San Francisco","94132","08/07/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Bar 587","San Francisco","94102","05/10/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"St. Anthony Foundation","San Francisco","94102","10/24/2017 12:00:00 AM",NA,FALSE,NA
"Good Eats Cafe","San Francisco","94104","04/08/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Oski","San Francisco","94133","01/19/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Coffee Mission","San Francisco","94110","05/14/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Flying Pig Bistro","San Francisco","94103","11/28/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Charles Chocolates","San Francisco","94110","02/23/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Lee's Deli","San Francisco","94111","10/17/2017 12:00:00 AM","High Risk",TRUE,TRUE
"7 Eleven Store #2366-39475B","San Francisco","94110","12/15/2016 12:00:00 AM","Low Risk",TRUE,FALSE
"Andrea's Bakery","San Francisco","94112","10/25/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"PUERTO ALEGRE","San Francisco","94110","10/24/2016 12:00:00 AM","High Risk",TRUE,TRUE
"Canyon Market","San Francisco","94131","08/06/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"SF BAGEL CO. (KATZ BAGELS)","San Francisco","94103","08/30/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Nihon","San Francisco","94103","08/01/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Hilton Financial District- Restaurant Seven Fifty","San Francisco","94108","09/22/2017 12:00:00 AM",NA,FALSE,NA
"Ikes Love & Sandwiches","San Francisco","94109","04/04/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Kama Sushi","San Francisco","94131","06/12/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"AFC Sushi @ Safeway #2646","San Francisco","94118","09/06/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"THE LINKS BAR AND GRILL","San Francisco","94121","02/06/2019 12:00:00 AM",NA,FALSE,NA
"Cafe Bean","San Francisco","94109","04/17/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Izakaya Kou","San Francisco","94115","03/13/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"OTD","San Francisco","94115","05/17/2019 12:00:00 AM",NA,FALSE,NA
"Elixiria","San Francisco","94105","08/21/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Pasta Moto of San Francisco Centre LLC","San Francisco","94103","02/06/2019 12:00:00 AM","High Risk",TRUE,TRUE
"Chennai Kings","San Francisco","94133","03/18/2019 12:00:00 AM","High Risk",TRUE,TRUE
"Sf Hilton Employee Cafe","San Francisco","94102","04/05/2019 12:00:00 AM",NA,FALSE,NA
"Little Heaven Deli","San Francisco","94110","07/01/2019 12:00:00 AM","High Risk",TRUE,TRUE
"Lemongrass Thai Cuisine","San Francisco","94109","03/13/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"H20 Cafe","San Francisco","94109","11/07/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Xpress Market","San Francisco","94102","02/27/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"SUBWAY","San Francisco","94109","12/08/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"TOP SF BBQ","San Francisco","94121","08/13/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"B. Patisserie LLC","San Francisco","94115","07/02/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"New Fruit Garden, LLC","San Francisco","94133","04/13/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"The Castro Republic","San Francisco","94114","03/23/2018 12:00:00 AM",NA,FALSE,NA
"Silver Market Inc.","San Francisco","94134","04/21/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"MANIVANH THAI RESTAURANT","San Francisco","94110","03/21/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Cajun House","San Francisco","94118","10/26/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Cheese Plus","San Francisco","94109","07/30/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"AHA Fresh","San Francisco","94114","01/07/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Howard & 6th Street Food Market Inc.","San Francisco","94103","05/16/2018 12:00:00 AM",NA,FALSE,NA
"Cup A Joe Coffehaus","San Francisco","94109","02/03/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Slice House by Tony Gemignani","San Francisco","94107","03/22/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Cafe Mystique","San Francisco","94114","07/24/2019 12:00:00 AM",NA,FALSE,NA
"Nihon","San Francisco","94103","08/01/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"MENKEE WONTON","San Francisco","94122","03/06/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"HONG KONG RESTAURANT","San Francisco","94134","07/23/2019 12:00:00 AM","High Risk",TRUE,TRUE
